Course Code,Title (TH),Title (EN),Created At
NPRU00380,ภาษาอังกฤษเพื่อการสื่อสารในสังคม,English for Social Communication,2022
NPRU00379,คอมพิวเตอร์กราฟิก,Computer Graphic,2021
NPRU00378,ภาษาจีนเพื่อการสื่อสาร,Chinese for Communication,2021
NPRU00377,ดูแลใส่ใจวัยสูงอายุ,Caring and Taking Care of the Elderly,2021
NOU00376,พูดภาษาจีน 300 ประโยค,Easy to Learn Mandarin (with 300 sentences),2023
NOU00375,โอกาสทางธุรกิจในเอเชียตะวันออก,Business Opportunities in East Asia,2020
NOU00374,Open Mind! สื่อใหม่แบบข้ามขอบเขตและการประชาสัมพันธ์อย่างสร้างสรรค์,Open Mind! Cross-Boundary New Media and Creative Public Relations&lt;,2021
NOU00373,การตลาดเชิงสร้างสรรค์,Creative Marketing,2020
NITIVAJRA00372,ความรู้เกี่ยวกับกระบวนการยุติธรรมทางอาญาในการดำเนินคดีทุจริตและประพฤติมิชอบ,Knowledge of Criminal Justice System in Conducting Corruption and Misconduct Cases,2023
NITIVAJRA00371,ความรู้เกี่ยวกับกระบวนการยุติธรรมทางอาญาในการดำเนินคดีความผิดเกี่ยวกับการค้ามนุษย์,Knowledge of Criminal Justice System in Conducting Human Trafficking Cases,2023
NITIVAJRA00370,ความรู้เกี่ยวกับการบังคับคดีให้หน่วยงานของรัฐ,Knowledge of Conducting Legal Execution for State Agencies,2023
NITIVAJRA00369,ความรู้เกี่ยวกับการดำเนินคดีแพ่งให้หน่วยงานของรัฐ,Knowledge of Conducting Civil Cases for State Agencies,2023
NITIVAJRA00368,ความรู้เกี่ยวกับกระบวนการยุติธรรมทางอาญาในการดำเนินคดียาเสพติด,Knowledge of Criminal Justice System in Conducting Narcotic Cases,2023
NIDA00367,การจัดเตรียมเนื้อหาสำหรับสื่อสังคมออนไลน์ และเว็บไซต์,Content Preparation for Social Media Platforms and Website,2023
NIDA00366,กลยุทธ์การตลาดเชิงเนื้อหาในสื่อสังคมเพื่อการจัดการแบรนด์ออนไลน์,Social Media Content Marketing Strategy for Online Brand Management,2023
NIDA00365,การจัดการสื่อสังคมออนไลน์ และการตลาดเชิงเนื้อหาบนพื้นฐานของข้อมูล,Data-driven Social Media Management and Content Marketing,2023
NIDA00364,Data + AI for Communication: PDPA การคุ้มครองข้อมูลส่วนบุคคล เตรียมความพร้อมเพื่อโอกาสทางธุรกิจ,Data + AI for Communication: PDPA for Business Opportunity,2022
NIDA00363,Data + AI for Communication: การใช้ Data + AI เพื่อเสริมพลังการสื่อสารการตลาด,Data + AI for Communication: Data + AI for Powered Marketing Communication,2022
NIDA00362,Data + AI for Communication: การฝึกปฏิบัติการการใช้เครื่องมือ Data + AI พื้นฐานสำหรับการสื่อสารการตลาด,Data + AI for Communication: Workshop on Data + AI Foundation Tools for Marketing Communication,2022
NIDA00361,Data + AI for Communication: เครื่องมือปัญญาประดิษฐ์สำหรับวิเคราะห์ข้อมูลพฤติกรรมผู้บริโภคเชิงลึก,Data + AI for Communication: Data Analytics Tool for AI marketing and Consumer Insight,2022
NIDA00360,Data + AI for Communication: ปัญญาประดิษฐ์กับสังคมมนุษย์,Data + AI for Communication: AI for Humanity,2022
NIDA00359,Data + AI for Communication: การประยุกต์ใช้ปัญญาประดิษฐ์ทางการสื่อสารเพื่อสร้างประสบการณ์ให้แก่ผู้บริโภค,Data + AI for Communication: AI Application for Experience Marketing Communication,2022
NIDA00358,Data + AI for Communication: การใช้ข้อมูลและปัญญาประดิษฐ์สำหรับวิสาหกิจขนาดกลางและขนาดย่อม,Data + AI for Communication: Data + AI for SME,2022
NIDA00357,Data + AI for Communication: Chatbot โดยไม่ต้องเขียนโปรแกรม,Data + AI for Communication: Build AI Chatbot without Programming,2022
NIDA00356,Data + AI for Communication: แนวทางการใช้ข้อมูลและเครื่องมือปัญญาประดิษฐ์สำหรับองค์กรด้านการสื่อสาร,Data + AI for Communication: Inspired Data + AI Applications for Communication Organization,2022
NIDA00355,การสร้างสรรค์เนื้อหาด้วยข้อมูล (Data) เพื่อเพิ่มคุณค่าขององค์กร,Content Creation in Digital Organization,2020
NESDC00354,ยุทธศาสตร์ชาติและการนำไปสู่การปฏิบัติ,National Strategy,2020
NCTU00353,เศรษฐศาสตร์สร้างสรรค์,Creative Essentials of Economics,2020
NCKU00352,การดูแลผู้สูงอายุ 3,Elderly Care III,2023
NCKU00351,การดูแลผู้สูงอายุ 2,Elderly Care II,2023
NCKU00350,การดูแลผู้สูงอายุ 1,Elderly Care I,2021
MU00349,การจัดการการท่องเที่ยวและการบริการในยุค 4.0,Tourism and Hospitality Management 4.0,2019
MU00348,วิทย์เพื่อชีวิต,Science for Life,2020
MU00347,การเป็นผู้ดูแลผู้สูงอายุ,Caregivers techniques,2020
MU00346,การอนุรักษ์ความหลากหลายและการใช้ประโยชน์ อย่างยั่งยืนของพรรณพืชป่าพื้นเมืองของไทย,The conservation and sustainable use of native Thai plants,2020
MU00345,สายด่วนฉุกเฉิน,Emergency Medical Service,2020
MU00344,กู้ชีพกู้ใจ…ใครๆ ก็ทำได้,Basic Life Support,2020
MU00343,การจัดการสาธารณภัย…ใครๆ ก็ต้องรู้!,Emergency Care in Mass Casualty Incident,2020
MU00342,ประวัติและตรวจร่างกาย...ใครคิดว่าไม่สำคัญ,History Interview and Physical Examination for Emergency Personal,2020
MU00341,ภัยพิบัติใกล้ตัว,Disasters Everywhere,2020
MU00340,การออกแบบโมเดลและงานพิมพ์ 3D โมเดลเพื่อการบริการชุมชน,3D Model design & printing for community service,2020
MU00339,การวิเคราะห์และตรวจสอบโครงสร้างคอนกรีตเสริมเหล็กในกรณีภัยพิบัติ,Reinforced Concrete for Earthquake Disaster Evaluation,2020
MU00338,การออกแบบวงจรดิจิทัล,Digital Circuit Design,2020
MU00337,การเรียนรู้วิชาคณิตศาสตร์แบบสะเต็มศึกษา,Learning Mathematics using STEM based approach,2020
MU00336,การจัดการเรียนรู้วิชาวิทยาศาสตร์แบบสะเต็มศึกษา,STEM Based Learning for Science,2020
MU00335,กลยุทธ์สู่ประชาคมอาเซียน: การเมือง เศรษฐกิจ และสังคม,"ASEAN Strategies: Politics, Economics, and Society",2020
MSU00331,ภูมิปัญญาอีสานจากใบลาน,Lean way of life Society,2021
MSU00330,อักษรไทยน้อยเบื้องต้น,Basic Thainoi Scriptures,2021
MJU00329,กระบวนการเลี้ยงปลาและการแปรรูปเพิ่มมูลค่าผลผลิตจากปลาและสาหร่าย,Sustainable aquaculture and value-added products from fish and seaweed,2021
MJU00328,ปศุสัตว์สร้างอาชีพ,Animal farming and farm management,2021
MJU00327,กระบวนการการผลิตเห็ดและพืชผักตามแนวทางเกษตรปลอดภัย,Mushroom and vegetable production via Good Agricultural Practice (GAP),2020
MJU00326,การประยุกต์ใช้ไอโอทีสำหรับธุรกิจ,Internet of Things Adoption in Business,2020
MICROSOFT00325,ทบทวนความรู้ ไมโครซอฟท์ เอ็กซ์เซลล์ เพื่อการทดสอบโดย Microsoft Office Specialist (MOS) Certificate,Microsoft Office Specialist (MOS) Certificate for Microsoft Excel (Tutorial),2021
MICROSOFT00324,ไมโครซอฟท์ เพาเวอร์ แอป (เครื่องมือสร้างบิซิเนสแอป โดยไม่ต้องเขียนโค้ด),Microsoft Power App (No Code Low Code),2021
MICROSOFT00323,ไมโครซอฟท์ เพาเวอร์ บีไอ (เครื่องมือวิเคราะห์ข้อมูลธุรกิจ),Microsoft Power BI,2021
MICROSOFT00322,ไมโครซอฟท์ เพาเวอร์พอยต์ (โปรแกรมนำเสนอชิ้นงาน),Microsoft PowerPoint,2021
MICROSOFT00321,ไมโครซอฟท์ เอ็กซ์เซลล์ (โปรแกรมการคำนวณ),Microsoft Excel,2021
MICROSOFT00320,ไมโครซอฟท์ เวิร์ด (โปรแกรมประมวลผลคำเพื่องานเอกสาร),Microsoft Word,2021
MICROSOFT00319,ทักษะความเข้าใจ การใช้เทคโนโลยีดิจิทัล และความมั่นคงปลอดภัยทางไซเบอร์,Digital Literacy and Cyber Security,2021
MFU00318,การนวดสุคนธบำบัด,Aromatherapy Massage,2020
MFU00317,การจัดการท่องเที่ยวเพื่อความสนใจพิเศษ,Special Interest Tourism,2021
KUJ00313,เรียน “ญี่ปุ่นปัจจุบัน” ผ่านระบบ e-learning,“Japan Affairs” using e-learning,2020
KU00312,ปัญหาพิเศษ,Special Problems,2022
KU00311,การออกแบบและพัฒนาสื่อดิจิทัลและนวัตกรรมเพื่อการเรียนรู้,Instructional Innovation and Media Design and Development,2022
KU00309,การตรวจสอบคุณภาพของเครื่องมือวัดและประเมินผล,Validation of Measurement and Evaluation Tools,2020
KU00308,จากแนวคิดวิจัยสู่การปฏิบัติ,Research Concepts to Practice,2020
KU00307,ภาษาอังกฤษฟัง-พูดเชิงวิชาการสำหรับบัณฑิตศึกษา,Academic English Listening and Speaking Skills for Graduate Program,2020
KU00306,ภาษาอังกฤษอ่าน-เขียนเชิงวิชาการสำหรับบัณฑิตศึกษา,Academic Reading and Writing English for Graduate Program,2020
KU00305,นวัตกรรมและเทคโนโลยีดิจิทัลเพื่อการศึกษา,Innovation and Digital Technology for Education,2020
KU00304,เคมีทั่วไป,General Chemistry,2021
KU00303,ฟิสิกส์ทั่วไป I,General Physics I,2020
KU00302,คณิตศาสตร์วิศวกรรม II,Engineering Mathematics II,2020
KMUTT00301,การรายงานอุบัติเหตุและเหตุการณ์บนเรือ (การเขียนรายงาน),What happened? (Written/Report),2023
KMUTT00300,การรายงานอุบัติเหตุและเหตุการณ์บนเรือ (การโต้ตอบบทสนทนา),What happened? (Oral),2023
KMUTT00299,การบอกทิศทางระหว่างเดินเรือ,Keep Moving,2023
KMUTT00818,การปฏิบัติงานบนเรือ,Work Task on Board,2023
KMUTT00817,การตรวจสอบ แก้ปัญหาและบำรุงรักษาเชือกเรือ,What can I do with this rope?,2023
KMUTT00296,การตรวจสอบและบำรุงรักษาสมอเรือ,"Watch out, the anchor!",2023
KMUTT00295,การสอบถามข้อมูลเรือและข้อมูลการเข้าเมือง,Welcome to Thailand (for Homeland and Coastguard Officers),2023
KMUTT00816,การต้อนรับผู้มาเยือนบนเรือสำหรับเจ้าหน้าที่ประจำเรือ,Welcome on Board (for ship officers),2023
KMUTT00293,ไพธอนเพื่อการวิเคราะห์ข้อมูลและการนำเสนอข้อมูล (ตอนที่ 2),Python for Data Analysis and Data Visualization (Part 2),2023
KMUTT00292,ไพธอนเพื่อการวิเคราะห์ข้อมูลและการนำเสนอข้อมูล (ตอนที่ 1),Python for Data Analysis and Data Visualization (Part 1),2023
KMUTT00291,ไพธอนพื้นฐานสำหรับผู้เริ่มต้น,Python for beginners,2023
KMUTT00290,เทคนิคการวิเคราะห์เบื้องต้น (ตอนที่ 2),Introduction to Analysis Techniques (Part 2),2023
KMUTT00289,เทคนิคการวิเคราะห์เบื้องต้น (ตอนที่ 1),Introduction to Analysis Techniques (Part 1),2023
KMUTT00288,พื้นฐานการนำเสนอข้อมูลด้วยภาพ,Data Visualization Foundation,2023
KMUTT00287,การวิเคราะห์ข้อมูลเบื้องต้น ด้วย โปรแกรม MS Excel,Introduction to data analytics using MS Excel,2023
KMUTT00286,สถิติพื้นฐานสำหรับการวิเคราะห์ ข้อมูล-สถิติเชิงพรรณนา,Basic Statistics for Data Analytics – Descriptive Statistics,2023
KMUTT00285,การเตรียมข้อมูล,Data Preparation,2023
KMUTT00284,กระบวนการวิเคราะห์ข้อมูลเบื้องต้น,Introduction to data analytics process,2023
KMUTT00283,การถ่ายภาพขั้นสูง,Advance Photography,2022
KMUTT00282,ระบบการเรียนรู้และการสื่อสารผ่านระบบเครือข่าย,Learning System and Communication Through Networking,2022
KMUTT00281,นวัตกรรมการเรียนรู้ในงานอาชีวศึกษา,Innovation and Technology in Vocational Education,2020
KMUTT00280,รู้รอบด้านการนำเสนอ,About the Presentation,2020
KMUTT00279,การสร้างสรรค์สื่อดิจิทัลบนเครือข่ายสังคมออนไลน์,Digital media creation on social networks,2020
KMUTT00278,เทคโนโลยีกับการเรียนรู้ของเกษตรกรดิจิทัล,Technology and learning of digital agriculture.,2020
KMUTT00277,การเขียนโปรแกรมคอมพิวเตอร์พื้นฐาน ด้วยภาษาซี 1,Fundamentals of the C Programming Language I,2020
KMUTT00276,หุ่นยนต์เคลื่อนที่ขนาดเล็กควบคุม ด้วยไมโครคอนโทรลเลอร์,A small mobile robot controlled by a microcontroller,2020
KMUTT00275,การศึกษาที่เน้นผลลัพธ์การเรียนรู้,Outcome based education,2020
KMUTT00274,การถ่ายภาพทางอากาศยานโดยอากาศยานไร้คนขับ (โดรน),Aerial Photography by Drone,2020
KMUTT00273,การถ่ายภาพขั้นสูงเพื่องานโฆษณา,Advanced Photography for Advertising,2020
KMUTT00272,การผลิตรายการโทรทัศน์,Television Program Production,2020
KMUTT00271,การออกแบบกราฟิกโดยใช้คอมพิวเตอร์,Computer Based Graphics Design,2020
KMUTT00270,การออกแบบสื่อเพื่อการโฆษณา,Media Design for Advertising,2020
KMUTT00269,แอนิเมชั่น 3 มิติ ขั้นเริ่มต้น-ขั้นกลาง,3ds Animation Foundation,2020
KMUTT00268,ปรัชญาอาชีวศึกษาและความเป็นครู,Philosophy of Vocational Education and Teaching Professionalism,2020
KMUTT00267,เทคโนโลยีระบบรางและการจัดการการขนส่ง,Railway Technology and Transportation Management,2020
KMUTT00266,การออกแบบวงจรลำดับ,Sequential Circuit Design,2020
KMUTT00265,การอ่านแบบ เขียนแบบทางวิศวกรรมโยธา,Civil Engineering Drawing and Reading,2020
KMUTNB00264,เทคโนโลยีซ่อมบำรุงโรงงาน,Plant Maintenance Technology,2020
KMUTNB00263,การสร้างนวัตกรรมทางการศึกษาด้วยเทคโนโลยี Augmented Reality (AR),Developing Educational Innovation with Augmented Reality,2020
KMITL00262,การท่องเที่ยวโดยชุมชน,Community Based Tourism,2020
KMITL00261,การจัดการเลี้ยงดูสัตว์เลี้ยงสวยงาม,Pet Management,2020
KMITL00260,การเพาะเลี้ยงสาหร่ายสู่ธุรกิจเงินล้าน,Algal Cultivation,2020
KMITL00259,โมชั่นกราฟิกพื้นฐาน,Foundation of Motion Graphic,2020
KMITL00258,การผลิตหนังสั้น,Short Film Production,2020
KMITL00257,การถ่ายภาพด้วยเทคนิคสร้างสรรค์,Creative Photography,2020
KMITL00256,การถ่ายภาพบุคคล,Portrait Photography,2020
KMITL00255,การเลี้ยงสัตว์เบื้องต้น,Principle of Animal Husbandry,2020
KMITL00254,การปลูกพืชเบื้องต้น,Principle of Crop Production,2020
KMITL00253,หลักเศรษฐศาสตร์เกษตร,Principles of Agricultural Economics,2020
KMITL00252,หลักและวิธีการส่งเสริมการเกษตร,Principles of Agricultural Extension,2020
KMITL00251,คอมพิวเตอร์เพื่อการพูดและการนำเสนอ,Computer for Speech and Presentations,2020
KMITL00250,สร้างสรรค์สื่อวีดิทัศน์ยุคใหม่,Creative Video Production,2020
KMITL00249,การถ่ายภาพเบื้องต้น,Basic Photography,2020
KKU00803,นวัตกรรมและเทคโนโลยีสารสนเทศเพื่อการเรียนรู้,Innovation and Information Technology for Learning,2021
KKU00248,ทักษะคอมพิวเตอร์และเทคโนโลยีสารสนเทศและการสื่อสาร,Computer and ICT literacy Skills,2021
KKU00247,ทักษะการเรียนรู้,Learning skills,2021
KKU00246,การออกแบบและพัฒนาสิ่งแวดล้อมทางการเรียนรู้สำหรับการเรียนรู้ยุคใหม่,Design and Development of Learning Environment for Learning a New Era,2021
KKU00245,การออกแบบและผลิตสื่อมัลติมีเดียการศึกษา,Design and Production of Multimedia Education,2021
KKU00244,การผลิตวรรณกรรมสำหรับเด็กและเยาวชน generation ใหม่,Production of Children and Youth Literature for New Generation,2021
KKU00243,เทคโนโลยีอาหารและกระบวนการผลิตยุคใหม่,Food Technology & Processing in New Era,2021
KKU00242,นวัตกรรม และเทคโนโลยีสารสนเทศอุบัติใหม่ทางการศึกษา,Innovation and Emerging Information Technological Education,2021
KKU00241,วิธีการสอนโดยใช้เทคโนโลยีอุบัติใหม่เป็นฐานสำหรับการศึกษาในศตวรรษที่ 21,Technology-based Emerging Padagogy for 21st century Education,2021
KKU00240,โปรแกรมคอมพิวเตอร์และขั้นตอนวิธีทางคอมพิวเตอร์,Computer Programming and Algorithms,2021
KKU00239,การจัดการเทคโนโลยีสารสนเทศทางการเกษตรร่วมสมัย,Information Technology Management in Contemporary Agriculture,2021
KKU00238,เทคโนโลยีคอมพิวเตอร์และการจัดการสารสนเทศเพื่อสังคมและเศรษฐกิจ,Computer Technology and Information Management for Society and Economics,2021
KKU00237,ภาษาอังกฤษสำหรับเทคโนโลยีสารสนเทศ,English for information technology,2021
IPST00227,Coding for All - ฉลาดคิด พิชิตยุคดิจิทัล,Coding for All - Thinking smart toward the digital age,2023
IHPP00226,การขึ้นทะเบียนยาสามัญในต่างประเทศ,Common Technical Document (CTD) of Generic Drug Registration in the international countries,2022
ICCS00214,ชีวิตและการสร้างคุณค่า,Life and Value Creation,2024
ICCS00199,กระบวนการคิดเชิงออกแบบกับการพัฒนาทักษะการเรียนรู้ในศตวรรษที่ 21,Design thinking and 21st Century Learning Skills Development,2023
ICCS00198,ชุมชนแห่งความยั่งยืน,Sustainable community,2023
ICCS00197,วิทยาลัยชุมชนกับการเป็นพลเมือง,Community Colleges and Ctitzenship,2023
ICCS00196,ทักษะการสื่อสารภาษาอังกฤษ,English Communication Skills,2021
ICCS00195,การเข้าใจดิจิทัล,Digital Literacy,2021
ICCS00194,ภาษาไทยเพื่อการพัฒนาปัญญา,Thai for Intellectual Development,2021
HU00193,พื้นฐาน Internet of Things (IoT),Basic Internet of Things (IoT),2020
HU00192,ขนมไทยพื้นบ้านภาคใต้,Southern Thailand’s traditional dessert,2020
HU00191,การพัฒนาเส้นทางการท่องเที่ยวเชิงสร้างสรรค์,Creative Tourism Route Development,2020
HU00190,ภาษาอังกฤษสำหรับธุรกิจโรงแรม,English for Hotel Business,2020
HU00189,กฎหมายอาญา:ภาคทั่วไป,Criminal: General,2020
HU00188,เทคโนโลยีฮาร์ดแวร์และซอฟท์แวร์ระบบ,Technology Hardware and System Software,2020
HU00187,หลักการใช้ภาษาไทยสำหรับครู,Thai Grammar for Teachers,2020
HU00186,เศรษฐกิจพอเพียง,Sufficiency Economy,2020
EDF00185,การผลิตสื่อออนไลน์คณิตศาสตร์สำหรับผู้บกพร่องทางการมองเห็น,Mathematics online media production for the visually impaired,2023
EAU00184,อาเซียนศึกษา,ASEAN Studies,2020
DRU00183,การแสดงและกำกับการแสดง,Acting and directing,2020
DPU00182,การบัญชีสำหรับผู้ประกอบการ,Accounting For Entrepreneurship,2020
DPU00181,อุตสาหกรรมการบิน,Aviation Industry,2020
DGA00179,การเปลี่ยนผ่านสู่องค์กรดิจิทัล,Digital Transformation,2020
DEPA00178,IoT ระบบน้ำอัจฉริยะสำหรับภาคการเกษตร,Let's Start Smart Farm with IoT,2020
DEPA00177,เกษตรกรยุคใหม่ต้องรู้,Smart Farmer,2020
DEPA00176,เทคโนโลยีเกษตร สำหรับคนเกษตร,Agri Tech for Smart Farmer,2020
DEPA00175,เทคโนโลยีขับเคลื่อนครัวโลก,FoodTech for Kitchen World,2020
DEPA00174,พลิกโฉมโลกด้วยดิจิทัล,Digital Transformation,2020
DEPA00173,สตาร์ทอัพ มุ่งสู่ฝัน,Startup Star,2020
DDC00172,ความรู้ในการสร้างพื้นที่ปลอดโรคพิษสุนัขบ้า,Knowledge for Rabies Free Zone,2023
DDC00170,แนวทางเวชปฏิบัติโรคพิษสุนัขบ้า,Clinical Practice Guideline for Rabies Exposure,2022
DDC00169,การเรียนรู้ออนไลน์ด้านเอชไอวี/เอดส์ สำหรับเจ้าหน้าที่ภาคสนามและแกนนำ เพื่อเข้าถึงกลุ่ม MSM/TG,E-learning for outreach workers and peers to study HIV and AIDS related knowledge,2020
DASTA00168,มาตรฐานการท่องเที่ยวโดยชุมชนอย่างยั่งยืน,Community Based Tourism Standard,2022
CU00167,วิทยาการข้อมูลและการประยุกต์ใช้,Data Science Essential and Applications,2019
CU00166,เทคโนโลยีสารสนเทศและการสื่อสารเพื่อการศึกษา,Information technology and Communication for education,2020
CU00165,การผลิตสื่ออีเลิร์นนิงเพื่อการศึกษา,e-Learning Production for Education,2020
CU00164,การออกแบบการเรียนการสอนผ่านเว็บ,Web-Based Learning Design,2020
CU00163,การจัดการความรู้,Knowledge Management,2020
CU00162,การออกแบบสาร,Message Design,2020
CU00161,การบริการที่เป็นเลิศ,The excellent service,2020
CU00160,เทคนิคการนำเสนองานวิชาการ,Technical Academic Presentation,2020
CU00159,องค์การแห่งการเรียนรู้,Learning Organization,2020
CU00158,ระบบสารสนเทศเพื่อการบริหาร,Management Information System,2020
CU00157,การจัดทำแผนพัฒนารายบุคคล,Individual Development Plan,2020
CU00156,การคิดแก้ปัญหาเชิงสร้างสรรค์,Creative Problem Solving,2020
CU00155,การให้คำปรึกษาในงาน,Counseling,2020
CU00154,การสอนงาน,Coaching,2020
CU00153,การคิดสร้างสรรค์,Creative Thinking,2020
CU00152,การวางแผนกลยุทธ์,Strategic Planning,2020
CU00150,ง่าย สบาย กับการอธิบายกราฟเป็นภาษาอังกฤษ,Describing figures in English,2020
CU00149,สู่การเป็นนักพัฒนาเว็บ: การสร้างหน้าเว็บเบื้องต้นด้วย HTML และ CSS,Creating a Basic Web Page with HTML and CSS,2020
CU00148,การผลิตเชื้อเพลิงเหลวจากขยะพลาสติก,The production of Liquid fuel from Plastic Waste,2020
CU00147,การผลิตเชื้อเพลิงแข็งและถ่านกัมมันต์จากวัสดุเหลือทิ้งทางการเกษตร,The production of solid fuel and activated carbon from agricultural waste,2020
CU00146,นวัตกรรมการสร้างสรรค์บ้านยั่งยืน,The innovation of sustainable home,2020
CU00145,วิกฤตการณ์โลกร้อนและการแก้ปัญหา,The global warming solutions,2020
CRRU00798,ภาษาและวัฒนธรรม,Language and Culture,2020
CRRU00131,ภาษาอังกฤษสำหรับสำนักงาน,English for Office,2020
CRRU00130,ภาษาศาสตร์เบื้องต้น,Introduction to Linguistics,2020
CRRU00129,การพัฒนาระบบเตือนภัยอิเล็กทรอนิกส์,Electronic Security Development,2020
CRRU00128,แคลคูลัสพื้นฐาน,Basic Calculus,2020
CRRU00127,อาหารสำหรับผู้สูงอายุ,Food for Elders,2020
CRRU00126,ขันโตกล้านนา,Khantok Lanna Service,2020
CRRU00125,นาฏศิลป์สำหรับเด็กปฐมวัย,Dance for Young Children,2020
CRRU00124,นาฏมวยไทย,Thai Boxing Show,2020
CRRU00123,มวยไทยขั้นพื้นฐาน,Basic Muay Thai,2020
CRRU00122,การพัฒนาหุ่นยนต์เพื่อการศึกษาเบื้องต้น,Basic Educational Robotic Development,2020
CRRU00121,การใช้ Google App for Education สำหรับการจัดการห้องเรียน,Google App for Education in Classroom,2020
CRRU00120,ตกแต่งและสร้างภาพอย่างสร้างสรรค์ด้วยโปรแกรม GIMP,Creative Photo Development with GIMP,2020
CRRU00119,การออกแบบและผลิตแผ่นพับด้วยโปรแกรม Inkscape,Design with Inkscape,2020
CRRU00118,การสร้าง Mobile Application แบบไม่ต้องเขียน Code ด้วยโปรแกรม MIT App Inventor,Mobile Application Development with MIT App Inventor,2020
CRRU00117,การออกแบบภาพอนิเมชั่นด้วยโปรแกรม Blender 3D,3D Animation design with Blender 3D,2020
CRRU00116,การออกแบบสื่อสามมิติด้วยโปรแกรม Blender 3D,3D Media design with Blender 3D,2020
CPRU00114,การดูแลสุขภาวะผู้สูงอายุในศตวรรษที่ 21,Geriatric health status care in 21st century,2020
CPRU00113,ก้าวสู่การเป็นนักวิเคราะห์และออกแบบระบบมืออาชีพ,Become the Professional in Systems Analysis and Design,2020
CPRU00112,ภาษาและความรู้วัฒนธรรมสำหรับครู,Language and culture knowledge for teachers,2020
CPRU00111,เทคโนโลยีสารสนเทศเพื่อชีวิต,Information Technology for life,2020
CMU00110,การเลี้ยงผึ้งชันโรง,Meliponiculture,2020
,สุขภาพจิตกับกิจกรรมการดำเนินชีวิต เพื่อการเพิ่มประสิทธิภาพการทำงานของบุคลากรภาครัฐ,"Mental Health, Occupation for Work Capacity Building of Government Officer",2020
CMU00109,พืชพรรณสำหรับการออกแบบสวนและสภาพแวดล้อม,Plant Materials for Garden and Environmental Design,2020
CMU00108,ธรรมชาติ สุขภาพ และพฤติกรรมมนุษย์,"Nature, Health, and Behaviors",2020
CMU00107,ทักษะการสื่อสารระหว่างบุคคลในการทำงาน,Interpersonal Communication Skills in Workplace,2020
CMU00106,การพัฒนาบุคลิกภาพเพื่อเพิ่มประสิทธิภาพการทำงานของ บุคลากรภาครัฐ,Personality Development for Work Efficacy Building of Government Officer,2020
CMU00105,การดูแลแผลกดทับสำหรับผู้ป่วยนอนติดเตียง,Pressure Ulcer Management for Bedridden Patients,2020
CMU00104,การจัดการห่วงโซ่คุณค่าภาครัฐ,Public Value Chain Management,2020
CMU00103,การตรวจมะเร็งในช่องปากด้วยตนเอง,Self-Examination for Oral Cancer,2020
CMU00102,ช่องปากและฟันตรวจเองได้ง่ายนิดเดียว ฉบับทันตแพทย์สอน,Practicing for basic oral and teeth examination: By dentist,2020
CMU00101,วิทยาการข้อมูลเบื้องต้น,Introduction to Data Science,2020
CMU00100,การเขียนโปรแกรม R สำหรับวิทยาการข้อมูล,R Programming for Data Science,2020
CMU00099,คลังข้อมูล,Data Warehouse,2020
CMU00098,เทคนิคการจัดการความเครียด,Stress Management Techniques,2020
CMU00097,การจัดการวัฒนธรรมเพื่อการท่องเที่ยว,Cultural Management for Tourism,2020
CMU00096,จิตวิทยาประยุกต์ในการทำงาน เพื่อความสำเร็จ ความสุข และความมั่งคั่ง,Applied Psychology to Work through Success Happiness and Wealth,2020
CMU00095,การออกเสียงภาษาอังกฤษและสัทศาสตร์ภาษาอังกฤษเบื้องต้นสำหรับครูสอนภาษาอังกฤษ,English Pronunciation and Basic English Phonetics For English Teachers,2020
CMU00094,การสร้างความรู้สึกดีให้ตนเอง,Creation of Good Feeling for Oneself,2020
CMU00093,โปรแกรมไพทอนสำหรับวิทยาการข้อมูล,Python Programming for Data Science,2020
CMU00092,ศาสตร์เพื่อป้องกันอัตวินิบาตกรรม (การฆ่าตัวตาย),The Sciences for Suicide Prevention,2020
CMU00091,คณิตศาสตร์สำหรับวิทยาศาสตร์ข้อมูล,Mathematics for Data Science,2020
CMU00090,การออกแบบสร้างสรรค์แฟชั่นเบื้องต้น,The basic of creative fashion design,2020
CMU00089,ศาสตร์และศิลป์ของการเขียนโปรแกรมคอมพิวเตอร์,The Art and Science of Computer Programming,2020
CMU00088,การสอนแบบ Active Learning ในห้องเรียน ที่สนุกและใช้งานได้ทันที,Fun and Practical Active Learning in Classrooms,2020
CMU00087,ไอทีเพื่อการศึกษา,IT for Education,2021
CMU00086,ไอทีเพื่อการบริหารจัดการ,IT for Management,2020
CMU00085,ภาษาอังกฤษเพื่อการสื่อสาร,English for Communication,2020
CMU00084,เทคนิคการนำเสนออย่างมีประสิทธิภาพ,Effective Presentation Technique,2020
CMU00083,เทคนิคการเล่นเทนนิสเบื้องต้น,Introduction to Tennis,2020
CMU00082,อาหารนานาชาติ,International Cuisine,2020
CMU00081,อาหารล้านนา,Northern Thai Food,2020
CMU00080,การออกแบบการเรียนรู้สำหรับองค์กรภาคธุรกิจ,Course Design for Business,2020
CMU00079,การผลิตสื่อกราฟิกอย่างมืออาชีพ,Graphic Design Crash Course,2020
CMU00078,การรู้เทคโนโลยีสารสนเทศ,IT Literacy,2020
CMU00077,การรู้เท่าทันสื่อ,Media Literacy,2020
CMU00076,การรู้สารสนเทศ,Information Literacy,2020
CMU00074,จิตวิทยากับชีวิตประจำวัน,Psychology and Daily Life,2020
